,holiday,workingday,temp,atemp,humidity,windspeed,casual,registered,count,hour,year,1_x,2_x,3_x,4_x,1_y,2_y,3_y,4_y
54,0,1,0.659759586363,0.623334063029,0.81113540327,1.23164952117,7,81,88,0.889495083434,0.498070916774,1,0,0,0,1,0,0,0
55,0,1,0.680167749628,0.657230472023,0.81113540327,1.07366198149,11,33,44,0.932973344303,0.498070916774,1,0,0,0,1,0,0,0
56,0,1,0.700575912893,0.674122741852,0.78113540327,1.16147202029,10,41,51,0.976451605173,0.498070916774,1,0,0,0,1,0,0,0
57,0,1,0.720984076158,0.708019150847,0.73113540327,1.12632449472,13,48,61,1.01992986604,0.498070916774,1,0,0,0,1,0,0,0
58,0,1,0.741392239424,0.708019150847,0.73113540327,1.10880950706,8,53,61,1.06340812691,0.498070916774,1,0,0,0,1,0,0,0
59,0,1,0.761800402689,0.741915559841,0.68113540327,1.10880950706,11,66,77,1.10688638778,0.498070916774,1,0,0,0,1,0,0,0
60,0,1,0.761800402689,0.741915559841,0.68113540327,1.07366198149,14,58,72,1.15036464865,0.498070916774,1,0,0,0,1,0,0,0
61,0,1,0.761800402689,0.741915559841,0.68113540327,1.07366198149,9,67,76,1.19384290952,0.498070916774,1,0,0,0,1,0,0,0
62,0,1,0.741392239424,0.725023290012,0.68113540327,1.03863200618,11,146,157,1.23732117039,0.498070916774,1,0,0,0,1,0,0,0
63,0,1,0.741392239424,0.758919699006,0.70113540327,0.898277004417,9,148,157,1.28079943126,0.498070916774,1,0,0,0,1,0,0,0
64,0,1,0.700575912893,0.758919699006,0.85113540327,0.775436990311,8,102,110,1.32427769213,0.498070916774,1,0,0,0,1,0,0,0
65,0,1,0.700575912893,0.725023290012,0.85113540327,0.898277004417,3,49,52,1.367755953,0.498070916774,1,0,0,0,1,0,0,0
66,0,1,0.680167749628,0.691126881018,1.02113540327,0.933306979731,3,49,52,1.41123421387,0.498070916774,1,0,0,0,1,0,0,0
67,0,1,0.639351423097,0.640226332858,1.07113540327,0.933306979731,0,20,20,1.45471247474,0.498070916774,1,0,0,0,1,0,0,0
68,0,1,0.680167749628,0.708019150847,0.93113540327,0.898277004417,1,11,12,1.49819073561,0.498070916774,1,0,0,0,1,0,0,0
69,0,1,0.659759586363,0.674122741852,0.93113540327,0.898277004417,0,5,5,0.498190735608,0.498070916774,1,0,0,0,1,0,0,0
70,0,1,0.659759586363,0.674122741852,0.97113540327,0.898277004417,0,2,2,0.541668996477,0.498070916774,1,0,0,0,1,0,0,0
71,0,1,0.639351423097,0.640226332858,1.01113540327,0.933306979731,0,1,1,0.585147257347,0.498070916774,1,0,0,0,1,0,0,0
72,0,1,0.639351423097,0.674122741852,1.01113540327,0.88076201676,0,2,2,0.672103779086,0.498070916774,1,0,0,0,1,0,0,0
73,0,1,0.618943259832,0.640226332858,1.06113540327,0.898277004417,0,4,4,0.715582039956,0.498070916774,1,0,0,0,1,0,0,0
74,0,1,0.618943259832,0.640226332858,1.12113540327,0.898277004417,0,36,36,0.759060300825,0.498070916774,1,0,0,0,1,0,0,0
75,0,1,0.618943259832,0.640226332858,1.12113540327,0.933306979731,2,92,94,0.802538561695,0.498070916774,1,0,0,0,1,0,0,0
76,0,1,0.639351423097,0.640226332858,1.07113540327,0.968454505299,2,177,179,0.846016822564,0.498070916774,1,0,0,0,1,0,0,0
77,0,1,0.659759586363,0.640226332858,1.02113540327,1.03863200618,2,98,100,0.889495083434,0.498070916774,1,0,0,0,1,0,0,0
78,0,1,0.659759586363,0.623334063029,1.07113540327,1.16147202029,5,37,42,0.932973344303,0.498070916774,0,1,0,0,1,0,0,0
79,0,1,0.720984076158,0.708019150847,0.89113540327,1.12632449472,7,50,57,0.976451605173,0.498070916774,1,0,0,0,1,0,0,0
80,0,1,0.720984076158,0.725023290012,0.89113540327,0.968454505299,12,66,78,1.01992986604,0.498070916774,1,0,0,0,1,0,0,0
81,0,1,0.741392239424,0.725023290012,0.94113540327,1.00348448061,18,79,97,1.06340812691,0.498070916774,1,0,0,0,1,0,0,0
82,0,1,0.761800402689,0.758919699006,0.90113540327,1.03863200618,9,54,63,1.10688638778,0.498070916774,1,0,0,0,1,0,0,0
83,0,1,0.782208565954,0.775811968835,0.90113540327,1.07366198149,17,48,65,1.15036464865,0.498070916774,1,0,0,0,1,0,0,0
84,0,1,0.80261672922,0.792816108001,0.87113540327,1.07366198149,15,68,83,1.19384290952,0.498070916774,1,0,0,0,1,0,0,0
85,0,1,0.782208565954,0.775811968835,0.86113540327,1.03863200618,10,202,212,1.23732117039,0.498070916774,1,0,0,0,1,0,0,0
86,0,1,0.761800402689,0.758919699006,0.86113540327,1.00348448061,3,179,182,1.28079943126,0.498070916774,1,0,0,0,1,0,0,0
87,0,1,0.741392239424,0.758919699006,0.86113540327,0.898277004417,2,110,112,1.32427769213,0.498070916774,1,0,0,0,1,0,0,0
88,0,1,0.741392239424,0.758919699006,0.86113540327,0.898277004417,1,53,54,1.367755953,0.498070916774,1,0,0,0,1,0,0,0
89,0,1,0.720984076158,0.775811968835,1.02113540327,0.775436990311,0,48,48,1.41123421387,0.498070916774,1,0,0,0,1,0,0,0
90,0,1,0.720984076158,0.758919699006,1.02113540327,0.88076201676,1,34,35,1.45471247474,0.498070916774,1,0,0,0,1,0,0,0
91,0,1,0.700575912893,0.725023290012,1.07113540327,0.88076201676,2,9,11,1.49819073561,0.498070916774,1,0,0,0,1,0,0,0
92,0,1,0.700575912893,0.758919699006,1.02113540327,0.775436990311,0,6,6,0.498190735608,0.498070916774,1,0,0,0,1,0,0,0
93,0,1,0.659759586363,0.691126881018,1.12113540327,0.88076201676,0,6,6,0.541668996477,0.498070916774,1,0,0,0,1,0,0,0
94,0,1,0.659759586363,0.691126881018,1.12113540327,0.88076201676,0,2,2,0.585147257347,0.498070916774,1,0,0,0,1,0,0,0
95,0,1,0.741392239424,0.725023290012,0.86113540327,1.03863200618,0,2,2,0.672103779086,0.498070916774,1,0,0,0,1,0,0,0
96,0,1,0.720984076158,0.725023290012,0.85113540327,0.968454505299,0,3,3,0.715582039956,0.498070916774,1,0,0,0,1,0,0,0
97,0,1,0.700575912893,0.691126881018,0.85113540327,1.03863200618,0,33,33,0.759060300825,0.498070916774,1,0,0,0,1,0,0,0
98,0,1,0.680167749628,0.674122741852,0.81113540327,1.00348448061,1,87,88,0.802538561695,0.498070916774,1,0,0,0,1,0,0,0
99,0,1,0.700575912893,0.674122741852,0.78113540327,1.12632449472,3,192,195,0.846016822564,0.498070916774,1,0,0,0,1,0,0,0
100,0,1,0.720984076158,0.691126881018,0.75113540327,1.16147202029,6,109,115,0.889495083434,0.498070916774,1,0,0,0,1,0,0,0
101,0,1,0.720984076158,0.691126881018,0.75113540327,1.16147202029,4,53,57,0.932973344303,0.498070916774,1,0,0,0,1,0,0,0
102,0,1,0.761800402689,0.725023290012,0.71113540327,1.16147202029,12,34,46,0.976451605173,0.498070916774,1,0,0,0,1,0,0,0
103,0,1,0.761800402689,0.725023290012,0.71113540327,1.16147202029,5,74,79,1.01992986604,0.498070916774,1,0,0,0,1,0,0,0
104,0,1,0.782208565954,0.758919699006,0.68113540327,1.12632449472,6,65,71,1.06340812691,0.498070916774,1,0,0,0,1,0,0,0
105,0,1,0.80261672922,0.792816108001,0.66113540327,1.00348448061,10,52,62,1.10688638778,0.498070916774,1,0,0,0,1,0,0,0
106,0,1,0.80261672922,0.792816108001,0.66113540327,1.00348448061,7,55,62,1.15036464865,0.498070916774,1,0,0,0,1,0,0,0
107,0,1,0.80261672922,0.826712516995,0.66113540327,0.88076201676,4,85,89,1.19384290952,0.498070916774,1,0,0,0,1,0,0,0
108,0,1,0.741392239424,0.725023290012,0.76113540327,1.00348448061,4,186,190,1.23732117039,0.498070916774,1,0,0,0,1,0,0,0
109,0,1,0.741392239424,0.741915559841,0.76113540327,0.933306979731,3,166,169,1.28079943126,0.498070916774,1,0,0,0,1,0,0,0
110,0,1,0.741392239424,0.758919699006,0.76113540327,0.898277004417,5,127,132,1.32427769213,0.498070916774,1,0,0,0,1,0,0,0
111,0,1,0.720984076158,0.725023290012,0.85113540327,0.968454505299,7,82,89,1.367755953,0.498070916774,1,0,0,0,1,0,0,0
112,0,1,0.700575912893,0.691126881018,0.89113540327,1.00348448061,3,40,43,1.41123421387,0.498070916774,1,0,0,0,1,0,0,0
113,0,1,0.680167749628,0.691126881018,0.93113540327,0.933306979731,1,41,42,1.45471247474,0.498070916774,1,0,0,0,1,0,0,0
114,0,1,0.700575912893,0.758919699006,0.85113540327,0.775436990311,1,18,19,1.49819073561,0.498070916774,1,0,0,0,1,0,0,0
115,0,1,0.680167749628,0.741915559841,0.93113540327,0.775436990311,0,11,11,0.498190735608,0.498070916774,1,0,0,0,1,0,0,0
116,0,1,0.659759586363,0.725023290012,1.02113540327,0.775436990311,0,4,4,0.541668996477,0.498070916774,1,0,0,0,1,0,0,0
117,0,1,0.659759586363,0.725023290012,1.02113540327,0.775436990311,0,2,2,0.585147257347,0.498070916774,1,0,0,0,1,0,0,0
118,0,1,0.659759586363,0.691126881018,1.02113540327,0.88076201676,0,1,1,0.672103779086,0.498070916774,0,1,0,0,1,0,0,0
119,0,1,0.639351423097,0.674122741852,1.07113540327,0.88076201676,0,4,4,0.715582039956,0.498070916774,0,1,0,0,1,0,0,0
120,0,1,0.639351423097,0.657230472023,1.01113540327,0.898277004417,0,36,36,0.759060300825,0.498070916774,0,1,0,0,1,0,0,0
121,0,1,0.659759586363,0.725023290012,0.97113540327,0.775436990311,0,95,95,0.802538561695,0.498070916774,0,1,0,0,1,0,0,0
122,0,1,0.659759586363,0.725023290012,0.97113540327,0.775436990311,3,216,219,0.846016822564,0.498070916774,1,0,0,0,1,0,0,0
123,0,1,0.680167749628,0.741915559841,0.89113540327,0.775436990311,6,116,122,0.889495083434,0.498070916774,0,1,0,0,1,0,0,0
124,0,1,0.700575912893,0.758919699006,0.85113540327,0.775436990311,3,42,45,0.932973344303,0.498070916774,1,0,0,0,1,0,0,0
125,0,1,0.720984076158,0.758919699006,0.82113540327,0.88076201676,2,57,59,0.976451605173,0.498070916774,1,0,0,0,1,0,0,0
126,0,1,0.761800402689,0.792816108001,0.73113540327,0.775436990311,6,78,84,1.01992986604,0.498070916774,1,0,0,0,1,0,0,0
127,0,1,0.761800402689,0.775811968835,0.73113540327,0.898277004417,12,55,67,1.06340812691,0.498070916774,1,0,0,0,1,0,0,0
128,0,1,0.782208565954,0.775811968835,0.74113540327,0.968454505299,11,59,70,1.10688638778,0.498070916774,1,0,0,0,1,0,0,0
129,0,1,0.782208565954,0.775811968835,0.74113540327,0.775436990311,8,54,62,1.15036464865,0.498070916774,1,0,0,0,1,0,0,0
130,0,1,0.761800402689,0.758919699006,0.76113540327,0.968454505299,12,74,86,1.19384290952,0.498070916774,1,0,0,0,1,0,0,0
131,0,1,0.720984076158,0.725023290012,0.89113540327,0.968454505299,9,163,172,1.23732117039,0.498070916774,1,0,0,0,1,0,0,0
132,0,1,0.720984076158,0.725023290012,0.89113540327,0.933306979731,5,158,163,1.28079943126,0.498070916774,1,0,0,0,1,0,0,0
133,0,1,0.720984076158,0.758919699006,0.93113540327,0.88076201676,3,109,112,1.32427769213,0.498070916774,1,0,0,0,1,0,0,0
134,0,1,0.700575912893,0.708019150847,0.89113540327,0.968454505299,3,66,69,1.367755953,0.498070916774,1,0,0,0,1,0,0,0
135,0,1,0.720984076158,0.708019150847,0.93113540327,1.03863200618,0,48,48,1.41123421387,0.498070916774,0,1,0,0,1,0,0,0
136,0,1,0.720984076158,0.708019150847,0.89113540327,1.10880950706,1,51,52,1.45471247474,0.498070916774,0,1,0,0,1,0,0,0
137,0,1,0.700575912893,0.691126881018,0.97113540327,1.00348448061,4,19,23,1.49819073561,0.498070916774,0,1,0,0,1,0,0,0
138,0,1,0.700575912893,0.691126881018,1.02113540327,1.00348448061,4,13,17,0.498190735608,0.498070916774,0,1,0,0,1,0,0,0
139,0,1,0.700575912893,0.691126881018,1.07113540327,1.03863200618,2,5,7,0.541668996477,0.498070916774,0,1,0,0,1,0,0,0
140,0,1,0.700575912893,0.691126881018,1.07113540327,1.03863200618,0,1,1,0.585147257347,0.498070916774,0,1,0,0,1,0,0,0
141,0,1,0.700575912893,0.708019150847,1.07113540327,0.933306979731,0,1,1,0.672103779086,0.498070916774,0,1,0,0,1,0,0,0
142,0,1,0.720984076158,0.775811968835,0.93113540327,0.775436990311,0,5,5,0.715582039956,0.498070916774,0,0,1,0,1,0,0,0
143,0,1,0.700575912893,0.758919699006,1.07113540327,0.775436990311,8,26,34,0.759060300825,0.498070916774,0,1,0,0,1,0,0,0
144,0,1,0.700575912893,0.708019150847,1.07113540327,0.933306979731,8,76,84,0.802538561695,0.498070916774,1,0,0,0,1,0,0,0
145,0,1,0.700575912893,0.691126881018,0.89113540327,1.07366198149,20,190,210,0.846016822564,0.498070916774,1,0,0,0,1,0,0,0
146,0,1,0.700575912893,0.674122741852,0.85113540327,1.12632449472,9,125,134,0.889495083434,0.498070916774,1,0,0,0,1,0,0,0
147,0,1,0.720984076158,0.691126881018,0.75113540327,1.16147202029,16,47,63,0.932973344303,0.498070916774,1,0,0,0,1,0,0,0
148,0,1,0.700575912893,0.691126881018,0.78113540327,1.03863200618,19,48,67,0.976451605173,0.498070916774,0,1,0,0,1,0,0,0
149,0,1,0.700575912893,0.691126881018,0.75113540327,1.07366198149,9,50,59,1.01992986604,0.498070916774,0,1,0,0,1,0,0,0
150,0,1,0.700575912893,0.674122741852,0.75113540327,1.10880950706,9,64,73,1.06340812691,0.498070916774,0,1,0,0,1,0,0,0
151,0,1,0.700575912893,0.691126881018,0.78113540327,1.07366198149,7,43,50,1.10688638778,0.498070916774,0,1,0,0,1,0,0,0
152,0,1,0.700575912893,0.708019150847,0.75113540327,0.968454505299,9,63,72,1.15036464865,0.498070916774,0,1,0,0,1,0,0,0
153,0,1,0.700575912893,0.708019150847,0.75113540327,0.968454505299,5,82,87,1.19384290952,0.498070916774,0,1,0,0,1,0,0,0
154,0,1,0.700575912893,0.758919699006,0.75113540327,0.775436990311,9,178,187,1.23732117039,0.498070916774,0,1,0,0,1,0,0,0
155,0,1,0.700575912893,0.725023290012,0.78113540327,0.88076201676,7,116,123,1.28079943126,0.498070916774,1,0,0,0,1,0,0,0
156,0,1,0.659759586363,0.691126881018,0.93113540327,0.88076201676,3,92,95,1.32427769213,0.498070916774,1,0,0,0,1,0,0,0
157,0,1,0.680167749628,0.708019150847,0.85113540327,0.898277004417,1,50,51,1.367755953,0.498070916774,1,0,0,0,1,0,0,0
158,0,1,0.680167749628,0.691126881018,0.85113540327,0.933306979731,0,39,39,1.41123421387,0.498070916774,1,0,0,0,1,0,0,0
159,0,1,0.680167749628,0.691126881018,0.81113540327,0.968454505299,2,34,36,1.45471247474,0.498070916774,0,1,0,0,1,0,0,0
160,0,1,0.680167749628,0.691126881018,0.89113540327,0.968454505299,1,14,15,1.49819073561,0.498070916774,0,1,0,0,1,0,0,0
161,0,0,0.680167749628,0.691126881018,0.89113540327,0.968454505299,1,24,25,0.498190735608,0.498070916774,0,1,0,0,1,0,0,0
162,0,0,0.680167749628,0.708019150847,0.93113540327,0.88076201676,1,15,16,0.541668996477,0.498070916774,0,1,0,0,1,0,0,0
163,0,0,0.680167749628,0.741915559841,0.93113540327,0.775436990311,3,13,16,0.585147257347,0.498070916774,0,1,0,0,1,0,0,0
164,0,0,0.680167749628,0.691126881018,0.93113540327,0.968454505299,0,7,7,0.628625518216,0.498070916774,0,0,1,0,1,0,0,0
165,0,0,0.680167749628,0.691126881018,0.93113540327,0.968454505299,0,1,1,0.672103779086,0.498070916774,0,0,1,0,1,0,0,0
166,0,0,0.659759586363,0.657230472023,1.12113540327,0.968454505299,0,5,5,0.715582039956,0.498070916774,0,1,0,0,1,0,0,0
167,0,0,0.659759586363,0.657230472023,1.12113540327,0.968454505299,0,2,2,0.759060300825,0.498070916774,0,1,0,0,1,0,0,0
168,0,0,0.659759586363,0.674122741852,1.12113540327,0.898277004417,1,8,9,0.802538561695,0.498070916774,0,1,0,0,1,0,0,0
169,0,0,0.659759586363,0.674122741852,1.31113540327,0.898277004417,0,15,15,0.846016822564,0.498070916774,0,0,1,0,1,0,0,0
170,0,0,0.659759586363,0.674122741852,1.31113540327,0.898277004417,0,20,20,0.889495083434,0.498070916774,0,0,1,0,1,0,0,0
171,0,0,0.680167749628,0.691126881018,1.18113540327,0.968454505299,5,56,61,0.932973344303,0.498070916774,0,1,0,0,1,0,0,0
172,0,0,0.700575912893,0.674122741852,1.07113540327,1.23164952117,2,60,62,0.976451605173,0.498070916774,0,1,0,0,1,0,0,0
173,0,0,0.700575912893,0.674122741852,0.97113540327,1.1965019956,8,90,98,1.01992986604,0.498070916774,0,1,0,0,1,0,0,0
174,0,0,0.700575912893,0.674122741852,0.82113540327,1.16147202029,7,95,102,1.06340812691,0.498070916774,1,0,0,0,1,0,0,0
175,0,0,0.700575912893,0.657230472023,0.70113540327,1.35437198502,12,83,95,1.10688638778,0.498070916774,1,0,0,0,1,0,0,0
176,0,0,0.700575912893,0.657230472023,0.70113540327,1.30182702205,5,69,74,1.15036464865,0.498070916774,1,0,0,0,1,0,0,0
177,0,0,0.680167749628,0.623334063029,0.67113540327,1.30182702205,8,68,76,1.19384290952,0.498070916774,1,0,0,0,1,0,0,0
178,0,0,0.659759586363,0.606329923864,0.75113540327,1.4245494859,5,64,69,1.23732117039,0.498070916774,1,0,0,0,1,0,0,0
179,0,0,0.639351423097,0.606329923864,0.77113540327,1.12632449472,3,52,55,1.28079943126,0.498070916774,1,0,0,0,1,0,0,0
180,0,0,0.639351423097,0.606329923864,0.74113540327,1.07366198149,4,26,30,1.32427769213,0.498070916774,1,0,0,0,1,0,0,0
181,0,0,0.618943259832,0.606329923864,0.74113540327,1.07366198149,0,28,28,1.367755953,0.498070916774,1,0,0,0,1,0,0,0
182,0,0,0.618943259832,0.589437654035,0.77113540327,1.1965019956,2,35,37,1.41123421387,0.498070916774,1,0,0,0,1,0,0,0
183,0,0,0.618943259832,0.589437654035,0.74113540327,1.23164952117,1,33,34,1.45471247474,0.498070916774,1,0,0,0,1,0,0,0
184,0,0,0.598535096567,0.538537105875,0.77113540327,1.30182702205,0,22,22,1.49819073561,0.498070916774,1,0,0,0,1,0,0,0
185,0,0,0.598535096567,0.555541245041,0.80113540327,1.23164952117,1,24,25,0.498190735608,0.498070916774,1,0,0,0,1,0,0,0
186,0,0,0.598535096567,0.538537105875,0.80113540327,1.31934200971,0,12,12,0.541668996477,0.498070916774,1,0,0,0,1,0,0,0
187,0,0,0.598535096567,0.538537105875,0.84113540327,1.31934200971,0,11,11,0.585147257347,0.498070916774,1,0,0,0,1,0,0,0
188,0,0,0.598535096567,0.555541245041,0.84113540327,1.26667949648,0,4,4,0.628625518216,0.498070916774,1,0,0,0,1,0,0,0
189,0,0,0.578126933301,0.572433514869,0.91113540327,1.00348448061,0,1,1,0.672103779086,0.498070916774,1,0,0,0,1,0,0,0
190,0,0,0.578126933301,0.572433514869,0.91113540327,1.00348448061,0,1,1,0.715582039956,0.498070916774,1,0,0,0,1,0,0,0
191,0,0,0.598535096567,0.572433514869,0.87113540327,1.10880950706,0,1,1,0.759060300825,0.498070916774,1,0,0,0,1,0,0,0
192,0,0,0.578126933301,0.572433514869,0.91113540327,1.00348448061,1,5,6,0.802538561695,0.498070916774,1,0,0,0,1,0,0,0
193,0,0,0.598535096567,0.572433514869,0.87113540327,1.10880950706,0,10,10,0.846016822564,0.498070916774,1,0,0,0,1,0,0,0
194,0,0,0.618943259832,0.555541245041,0.84113540327,1.38951951059,0,19,19,0.889495083434,0.498070916774,1,0,0,0,1,0,0,0
195,0,0,0.639351423097,0.589437654035,0.81113540327,1.23164952117,0,49,49,0.932973344303,0.498070916774,1,0,0,0,1,0,0,0
196,0,0,0.659759586363,0.606329923864,0.78113540327,1.38951951059,2,47,49,0.976451605173,0.498070916774,1,0,0,0,1,0,0,0
197,0,0,0.680167749628,0.623334063029,0.75113540327,1.30182702205,4,79,83,1.01992986604,0.498070916774,1,0,0,0,1,0,0,0
