,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,dayofweek,hour,Clear,Mist,LightSnow,HeavyRain,spring,summer,fall,winter
97,1,0,1,1,0.700575912893,0.691126881018,0.85113540327,1.03863200618,0,33,33,2,6,1,0,0,0,1,0,0,0
98,1,0,1,1,0.680167749628,0.674122741852,0.81113540327,1.00348448061,1,87,88,2,7,1,0,0,0,1,0,0,0
99,1,0,1,1,0.700575912893,0.674122741852,0.78113540327,1.12632449472,3,192,195,2,8,1,0,0,0,1,0,0,0
100,1,0,1,1,0.720984076158,0.691126881018,0.75113540327,1.16147202029,6,109,115,2,9,1,0,0,0,1,0,0,0
101,1,0,1,1,0.720984076158,0.691126881018,0.75113540327,1.16147202029,4,53,57,2,10,1,0,0,0,1,0,0,0
102,1,0,1,1,0.761800402689,0.725023290012,0.71113540327,1.16147202029,12,34,46,2,11,1,0,0,0,1,0,0,0
103,1,0,1,1,0.761800402689,0.725023290012,0.71113540327,1.16147202029,5,74,79,2,12,1,0,0,0,1,0,0,0
104,1,0,1,1,0.782208565954,0.758919699006,0.68113540327,1.12632449472,6,65,71,2,13,1,0,0,0,1,0,0,0
105,1,0,1,1,0.80261672922,0.792816108001,0.66113540327,1.00348448061,10,52,62,2,14,1,0,0,0,1,0,0,0
106,1,0,1,1,0.80261672922,0.792816108001,0.66113540327,1.00348448061,7,55,62,2,15,1,0,0,0,1,0,0,0
107,1,0,1,1,0.80261672922,0.826712516995,0.66113540327,0.88076201676,4,85,89,2,16,1,0,0,0,1,0,0,0
108,1,0,1,1,0.741392239424,0.725023290012,0.76113540327,1.00348448061,4,186,190,2,17,1,0,0,0,1,0,0,0
109,1,0,1,1,0.741392239424,0.741915559841,0.76113540327,0.933306979731,3,166,169,2,18,1,0,0,0,1,0,0,0
110,1,0,1,1,0.741392239424,0.758919699006,0.76113540327,0.898277004417,5,127,132,2,19,1,0,0,0,1,0,0,0
111,1,0,1,1,0.720984076158,0.725023290012,0.85113540327,0.968454505299,7,82,89,2,20,1,0,0,0,1,0,0,0
112,1,0,1,1,0.700575912893,0.691126881018,0.89113540327,1.00348448061,3,40,43,2,21,1,0,0,0,1,0,0,0
113,1,0,1,1,0.680167749628,0.691126881018,0.93113540327,0.933306979731,1,41,42,2,22,1,0,0,0,1,0,0,0
114,1,0,1,1,0.700575912893,0.758919699006,0.85113540327,0.775436990311,1,18,19,2,23,1,0,0,0,1,0,0,0
115,1,0,1,1,0.680167749628,0.741915559841,0.93113540327,0.775436990311,0,11,11,3,0,1,0,0,0,1,0,0,0
116,1,0,1,1,0.659759586363,0.725023290012,1.02113540327,0.775436990311,0,4,4,3,1,1,0,0,0,1,0,0,0
117,1,0,1,1,0.659759586363,0.725023290012,1.02113540327,0.775436990311,0,2,2,3,2,1,0,0,0,1,0,0,0
118,1,0,1,2,0.659759586363,0.691126881018,1.02113540327,0.88076201676,0,1,1,3,4,0,1,0,0,1,0,0,0
119,1,0,1,2,0.639351423097,0.674122741852,1.07113540327,0.88076201676,0,4,4,3,5,0,1,0,0,1,0,0,0
120,1,0,1,2,0.639351423097,0.657230472023,1.01113540327,0.898277004417,0,36,36,3,6,0,1,0,0,1,0,0,0
121,1,0,1,2,0.659759586363,0.725023290012,0.97113540327,0.775436990311,0,95,95,3,7,0,1,0,0,1,0,0,0
122,1,0,1,1,0.659759586363,0.725023290012,0.97113540327,0.775436990311,3,216,219,3,8,1,0,0,0,1,0,0,0
123,1,0,1,2,0.680167749628,0.741915559841,0.89113540327,0.775436990311,6,116,122,3,9,0,1,0,0,1,0,0,0
124,1,0,1,1,0.700575912893,0.758919699006,0.85113540327,0.775436990311,3,42,45,3,10,1,0,0,0,1,0,0,0
125,1,0,1,1,0.720984076158,0.758919699006,0.82113540327,0.88076201676,2,57,59,3,11,1,0,0,0,1,0,0,0
126,1,0,1,1,0.761800402689,0.792816108001,0.73113540327,0.775436990311,6,78,84,3,12,1,0,0,0,1,0,0,0
127,1,0,1,1,0.761800402689,0.775811968835,0.73113540327,0.898277004417,12,55,67,3,13,1,0,0,0,1,0,0,0
128,1,0,1,1,0.782208565954,0.775811968835,0.74113540327,0.968454505299,11,59,70,3,14,1,0,0,0,1,0,0,0
129,1,0,1,1,0.782208565954,0.775811968835,0.74113540327,0.775436990311,8,54,62,3,15,1,0,0,0,1,0,0,0
130,1,0,1,1,0.761800402689,0.758919699006,0.76113540327,0.968454505299,12,74,86,3,16,1,0,0,0,1,0,0,0
131,1,0,1,1,0.720984076158,0.725023290012,0.89113540327,0.968454505299,9,163,172,3,17,1,0,0,0,1,0,0,0
132,1,0,1,1,0.720984076158,0.725023290012,0.89113540327,0.933306979731,5,158,163,3,18,1,0,0,0,1,0,0,0
133,1,0,1,1,0.720984076158,0.758919699006,0.93113540327,0.88076201676,3,109,112,3,19,1,0,0,0,1,0,0,0
134,1,0,1,1,0.700575912893,0.708019150847,0.89113540327,0.968454505299,3,66,69,3,20,1,0,0,0,1,0,0,0
135,1,0,1,2,0.720984076158,0.708019150847,0.93113540327,1.03863200618,0,48,48,3,21,0,1,0,0,1,0,0,0
136,1,0,1,2,0.720984076158,0.708019150847,0.89113540327,1.10880950706,1,51,52,3,22,0,1,0,0,1,0,0,0
137,1,0,1,2,0.700575912893,0.691126881018,0.97113540327,1.00348448061,4,19,23,3,23,0,1,0,0,1,0,0,0
138,1,0,1,2,0.700575912893,0.691126881018,1.02113540327,1.00348448061,4,13,17,4,0,0,1,0,0,1,0,0,0
139,1,0,1,2,0.700575912893,0.691126881018,1.07113540327,1.03863200618,2,5,7,4,1,0,1,0,0,1,0,0,0
140,1,0,1,2,0.700575912893,0.691126881018,1.07113540327,1.03863200618,0,1,1,4,2,0,1,0,0,1,0,0,0
141,1,0,1,2,0.700575912893,0.708019150847,1.07113540327,0.933306979731,0,1,1,4,4,0,1,0,0,1,0,0,0
142,1,0,1,3,0.720984076158,0.775811968835,0.93113540327,0.775436990311,0,5,5,4,5,0,0,1,0,1,0,0,0
143,1,0,1,2,0.700575912893,0.758919699006,1.07113540327,0.775436990311,8,26,34,4,6,0,1,0,0,1,0,0,0
144,1,0,1,1,0.700575912893,0.708019150847,1.07113540327,0.933306979731,8,76,84,4,7,1,0,0,0,1,0,0,0
145,1,0,1,1,0.700575912893,0.691126881018,0.89113540327,1.07366198149,20,190,210,4,8,1,0,0,0,1,0,0,0
146,1,0,1,1,0.700575912893,0.674122741852,0.85113540327,1.12632449472,9,125,134,4,9,1,0,0,0,1,0,0,0
147,1,0,1,1,0.720984076158,0.691126881018,0.75113540327,1.16147202029,16,47,63,4,10,1,0,0,0,1,0,0,0
148,1,0,1,2,0.700575912893,0.691126881018,0.78113540327,1.03863200618,19,48,67,4,11,0,1,0,0,1,0,0,0
149,1,0,1,2,0.700575912893,0.691126881018,0.75113540327,1.07366198149,9,50,59,4,12,0,1,0,0,1,0,0,0
150,1,0,1,2,0.700575912893,0.674122741852,0.75113540327,1.10880950706,9,64,73,4,13,0,1,0,0,1,0,0,0
151,1,0,1,2,0.700575912893,0.691126881018,0.78113540327,1.07366198149,7,43,50,4,14,0,1,0,0,1,0,0,0
152,1,0,1,2,0.700575912893,0.708019150847,0.75113540327,0.968454505299,9,63,72,4,15,0,1,0,0,1,0,0,0
153,1,0,1,2,0.700575912893,0.708019150847,0.75113540327,0.968454505299,5,82,87,4,16,0,1,0,0,1,0,0,0
154,1,0,1,2,0.700575912893,0.758919699006,0.75113540327,0.775436990311,9,178,187,4,17,0,1,0,0,1,0,0,0
155,1,0,1,1,0.700575912893,0.725023290012,0.78113540327,0.88076201676,7,116,123,4,18,1,0,0,0,1,0,0,0
156,1,0,1,1,0.659759586363,0.691126881018,0.93113540327,0.88076201676,3,92,95,4,19,1,0,0,0,1,0,0,0
157,1,0,1,1,0.680167749628,0.708019150847,0.85113540327,0.898277004417,1,50,51,4,20,1,0,0,0,1,0,0,0
158,1,0,1,1,0.680167749628,0.691126881018,0.85113540327,0.933306979731,0,39,39,4,21,1,0,0,0,1,0,0,0
159,1,0,1,2,0.680167749628,0.691126881018,0.81113540327,0.968454505299,2,34,36,4,22,0,1,0,0,1,0,0,0
160,1,0,1,2,0.680167749628,0.691126881018,0.89113540327,0.968454505299,1,14,15,4,23,0,1,0,0,1,0,0,0
161,1,0,0,2,0.680167749628,0.691126881018,0.89113540327,0.968454505299,1,24,25,5,0,0,1,0,0,1,0,0,0
162,1,0,0,2,0.680167749628,0.708019150847,0.93113540327,0.88076201676,1,15,16,5,1,0,1,0,0,1,0,0,0
163,1,0,0,2,0.680167749628,0.741915559841,0.93113540327,0.775436990311,3,13,16,5,2,0,1,0,0,1,0,0,0
164,1,0,0,3,0.680167749628,0.691126881018,0.93113540327,0.968454505299,0,7,7,5,3,0,0,1,0,1,0,0,0
165,1,0,0,3,0.680167749628,0.691126881018,0.93113540327,0.968454505299,0,1,1,5,4,0,0,1,0,1,0,0,0
166,1,0,0,2,0.659759586363,0.657230472023,1.12113540327,0.968454505299,0,5,5,5,5,0,1,0,0,1,0,0,0
167,1,0,0,2,0.659759586363,0.657230472023,1.12113540327,0.968454505299,0,2,2,5,6,0,1,0,0,1,0,0,0
168,1,0,0,2,0.659759586363,0.674122741852,1.12113540327,0.898277004417,1,8,9,5,7,0,1,0,0,1,0,0,0
169,1,0,0,3,0.659759586363,0.674122741852,1.31113540327,0.898277004417,0,15,15,5,8,0,0,1,0,1,0,0,0
170,1,0,0,3,0.659759586363,0.674122741852,1.31113540327,0.898277004417,0,20,20,5,9,0,0,1,0,1,0,0,0
171,1,0,0,2,0.680167749628,0.691126881018,1.18113540327,0.968454505299,5,56,61,5,10,0,1,0,0,1,0,0,0
172,1,0,0,2,0.700575912893,0.674122741852,1.07113540327,1.23164952117,2,60,62,5,11,0,1,0,0,1,0,0,0
173,1,0,0,2,0.700575912893,0.674122741852,0.97113540327,1.1965019956,8,90,98,5,12,0,1,0,0,1,0,0,0
174,1,0,0,1,0.700575912893,0.674122741852,0.82113540327,1.16147202029,7,95,102,5,13,1,0,0,0,1,0,0,0
175,1,0,0,1,0.700575912893,0.657230472023,0.70113540327,1.35437198502,12,83,95,5,14,1,0,0,0,1,0,0,0
176,1,0,0,1,0.700575912893,0.657230472023,0.70113540327,1.30182702205,5,69,74,5,15,1,0,0,0,1,0,0,0
177,1,0,0,1,0.680167749628,0.623334063029,0.67113540327,1.30182702205,8,68,76,5,16,1,0,0,0,1,0,0,0
178,1,0,0,1,0.659759586363,0.606329923864,0.75113540327,1.4245494859,5,64,69,5,17,1,0,0,0,1,0,0,0
179,1,0,0,1,0.639351423097,0.606329923864,0.77113540327,1.12632449472,3,52,55,5,18,1,0,0,0,1,0,0,0
180,1,0,0,1,0.639351423097,0.606329923864,0.74113540327,1.07366198149,4,26,30,5,19,1,0,0,0,1,0,0,0
181,1,0,0,1,0.618943259832,0.606329923864,0.74113540327,1.07366198149,0,28,28,5,20,1,0,0,0,1,0,0,0
182,1,0,0,1,0.618943259832,0.589437654035,0.77113540327,1.1965019956,2,35,37,5,21,1,0,0,0,1,0,0,0
183,1,0,0,1,0.618943259832,0.589437654035,0.74113540327,1.23164952117,1,33,34,5,22,1,0,0,0,1,0,0,0
184,1,0,0,1,0.598535096567,0.538537105875,0.77113540327,1.30182702205,0,22,22,5,23,1,0,0,0,1,0,0,0
185,1,0,0,1,0.598535096567,0.555541245041,0.80113540327,1.23164952117,1,24,25,6,0,1,0,0,0,1,0,0,0
186,1,0,0,1,0.598535096567,0.538537105875,0.80113540327,1.31934200971,0,12,12,6,1,1,0,0,0,1,0,0,0
187,1,0,0,1,0.598535096567,0.538537105875,0.84113540327,1.31934200971,0,11,11,6,2,1,0,0,0,1,0,0,0
188,1,0,0,1,0.598535096567,0.555541245041,0.84113540327,1.26667949648,0,4,4,6,3,1,0,0,0,1,0,0,0
189,1,0,0,1,0.578126933301,0.572433514869,0.91113540327,1.00348448061,0,1,1,6,4,1,0,0,0,1,0,0,0
190,1,0,0,1,0.578126933301,0.572433514869,0.91113540327,1.00348448061,0,1,1,6,5,1,0,0,0,1,0,0,0
191,1,0,0,1,0.598535096567,0.572433514869,0.87113540327,1.10880950706,0,1,1,6,6,1,0,0,0,1,0,0,0
192,1,0,0,1,0.578126933301,0.572433514869,0.91113540327,1.00348448061,1,5,6,6,7,1,0,0,0,1,0,0,0
193,1,0,0,1,0.598535096567,0.572433514869,0.87113540327,1.10880950706,0,10,10,6,8,1,0,0,0,1,0,0,0
194,1,0,0,1,0.618943259832,0.555541245041,0.84113540327,1.38951951059,0,19,19,6,9,1,0,0,0,1,0,0,0
195,1,0,0,1,0.639351423097,0.589437654035,0.81113540327,1.23164952117,0,49,49,6,10,1,0,0,0,1,0,0,0
196,1,0,0,1,0.659759586363,0.606329923864,0.78113540327,1.38951951059,2,47,49,6,11,1,0,0,0,1,0,0,0
197,1,0,0,1,0.680167749628,0.623334063029,0.75113540327,1.30182702205,4,79,83,6,12,1,0,0,0,1,0,0,0
198,1,0,0,1,0.700575912893,0.657230472023,0.72113540327,1.30182702205,6,69,75,6,13,1,0,0,0,1,0,0,0
199,1,0,0,1,0.720984076158,0.674122741852,0.70113540327,1.31934200971,8,64,72,6,14,1,0,0,0,1,0,0,0
200,1,0,0,1,0.720984076158,0.691126881018,0.73113540327,1.1965019956,5,77,82,6,15,1,0,0,0,1,0,0,0
201,1,0,0,1,0.700575912893,0.657230472023,0.72113540327,1.30182702205,13,79,92,6,16,1,0,0,0,1,0,0,0
202,1,0,0,1,0.680167749628,0.640226332858,0.75113540327,1.23164952117,3,59,62,6,17,1,0,0,0,1,0,0,0
203,1,0,0,1,0.659759586363,0.623334063029,0.78113540327,1.16147202029,4,44,48,6,18,1,0,0,0,1,0,0,0
204,1,0,0,1,0.659759586363,0.623334063029,0.81113540327,1.16147202029,1,40,41,6,19,1,0,0,0,1,0,0,0
205,1,0,0,1,0.639351423097,0.606329923864,0.84113540327,1.07366198149,0,38,38,6,20,1,0,0,0,1,0,0,0
206,1,0,0,1,0.639351423097,0.589437654035,0.84113540327,1.26667949648,1,19,20,6,21,1,0,0,0,1,0,0,0
207,1,0,0,1,0.639351423097,0.606329923864,0.84113540327,1.12632449472,5,10,15,6,22,1,0,0,0,1,0,0,0
208,1,0,0,1,0.618943259832,0.623334063029,0.88113540327,1.00348448061,0,6,6,6,23,1,0,0,0,1,0,0,0
209,1,0,1,1,0.618943259832,0.606329923864,0.88113540327,1.10880950706,2,3,5,0,0,1,0,0,0,1,0,0,0
210,1,0,1,1,0.618943259832,0.606329923864,0.88113540327,1.10880950706,1,0,1,0,1,1,0,0,0,1,0,0,0
211,1,0,1,1,0.618943259832,0.606329923864,0.88113540327,1.03863200618,0,3,3,0,2,1,0,0,0,1,0,0,0
212,1,0,1,1,0.618943259832,0.606329923864,0.88113540327,1.03863200618,0,1,1,0,3,1,0,0,0,1,0,0,0
213,1,0,1,1,0.598535096567,0.606329923864,0.92113540327,0.933306979731,1,2,3,0,4,1,0,0,0,1,0,0,0
214,1,0,1,1,0.598535096567,0.589437654035,0.92113540327,1.07366198149,0,3,3,0,5,1,0,0,0,1,0,0,0
215,1,0,1,1,0.618943259832,0.606329923864,0.88113540327,1.10880950706,0,31,31,0,6,1,0,0,0,1,0,0,0
